RYJLZS0005,主诉现病史不匹配,现病史反复出现症状名称，主诉未描述,入院记录--主诉,2.0,通用,2018-08-16,未启用,高,
RYJLXBS0001,主诉现病史不匹配,现病史缺失主诉症状等描述,入院记录--现病史,2.0,通用,2018-06-28,未启用,高,
RYJLXBS0002,主诉现病史不匹配,现病史与主诉症状时间不相符,入院记录--现病史,2.0,通用,2018-06-28,未启用,高,
RYJLXBS0003,初步诊断不全,初步诊断缺失现病史疾病,入院记录--现病史,1.0,通用,2018-06-28,未启用,高,
RYJLXBS0004,现病史描述层次不清、叙述混乱,现病史时间未按照顺序描述,入院记录--现病史,2.0,通用,2018-08-02,启用,高,
RYJLXBS0005,主诉现病史不匹配,主诉时间不存在于现病史时间中,入院记录--现病史,2.0,通用,2018-08-02,启用,高,
RYJLXBS0006,不规范书写,现病史内容复制粘贴,入院记录--现病史,1.0,通用,2018-08-16,启用,高,
RYJLXBS0007,现病史主要疾病发展变化过程描述不清或不准确,上次诊疗信息未记录到本次现病史中,入院记录--现病史,1.0,通用,2018-11-12,启用,高,
RYJLJWS0001,初步诊断不全,初步诊断缺失既往史疾病,入院记录--既往史,1.0,通用,2018-06-14,启用,高,
RYJLJWS0002,不规范书写,既往史内容复制粘贴,入院记录--既往史,1.0,通用,2018-06-28,未启用,高,
RYJLJWS0003,既往史中与主要诊断相关内容有重要缺陷,现病史疾病在既往史再次提及,入院记录--既往史,1.0,通用,2018-08-02,启用,高,
RYJLJWS0004,既往史中与主要诊断相关内容有重要缺陷,既往史缺“高血压”诊疗描述,入院记录--既往史,1.0,通用,2018-08-02,未启用,高,
RYJLJWS0005,既往史中与主要诊断相关内容有重要缺陷,既往史含初步诊断首要诊断,入院记录--既往史,1.0,通用,2018-08-16,启用,高,
RYJLJWS0006,既往史中与主要诊断相关内容有重要缺陷,既往史疾病与否认疾病同时存在,入院记录--既往史,1.0,通用,2018-08-16,启用,高,
RYJLJWS0007,既往史中缺药物过敏史/输血史/手术外伤史/与主要诊断相关的疾病,既往史缺失过敏史/传染病史,入院记录--既往史,1.0,通用,2018-08-16,启用,高,
RYJLJWS0008,既往史中与主要诊断相关内容有重要缺陷,现病史含手术，既往史否认该手术,入院记录--既往史,1.0,除医务处,2018-08-16,启用,高,
RYJLJWS0009,既往史中与主要诊断相关内容有重要缺陷,前次既往史中“高血压”未出现在本次既往史中,入院记录--既往史,1.0,通用,2018-08-16,启用,高,
RYJLJWS0010,既往史中缺药物过敏史/输血史/手术外伤史/与主要诊断相关的疾病,过敏史与病案首页药物过敏不符,入院记录--既往史,1.0,通用,2018-08-16,启用,高,
RYJLJWS0011,既往史中缺药物过敏史/输血史/手术外伤史/与主要诊断相关的疾病,前次就诊次过敏史不存在于本次过敏史中,入院记录--既往史,1.0,通用,2018-08-16,启用,高,
RYJLGRS0001,个人史中与主要诊断相关内容有重要缺陷,前次吸烟史未在本次吸烟史中记录,入院记录--个人史,1.0,心血管科、心脏外科、呼吸科、老年病内科、胸外科、肿瘤化疗与放射病科、肿瘤放疗科,2018-08-16,启用,高,
RYJLHY0001,缺月经婚育史,病案首页为“手术女性”，入院记录未记录月经史,入院记录--月经婚育史,1.0,除眼科、儿科,2018-08-02,启用,高,
RYJLHY0002,缺月经婚育史,病案首页为“已婚”，入院记录未记录婚育史,入院记录--月经婚育史,1.0,通用,2018-08-02,未启用,高,
RYJLTGJC0001,体格检查记录描述与初步诊断内容不符,初步诊断名称缺失对应的体格检查,入院记录--体格检查,1.0,通用,2018-07-03,未启用,高,
RYJLTGJC0002,体格检查记录描述与初步诊断内容不符,初步诊断含<偏瘫/昏迷>，体格检查不应含<四肢活动自如/神志清/查体合作/语音震颤>,入院记录--体格检查,1.0,通用,2018-08-16,启用,高,
RYJLTGJC0003,体格检查记录描述与初步诊断内容不符,初步诊断含<房颤>，体格检查心率小于脉搏/初步诊断不含<房颤>，体格检查心率不等于脉搏,入院记录--体格检查,1.0,通用,2018-09-06,启用,高,
RYJLZKJC0001,专科查体记录有缺陷,初步诊断疾病缺失对应的专科检查,入院记录--专科检查,1.0,通用,2018-07-03,未启用,高,
RYJLZKJC0002,专科查体记录有缺陷,初步诊断含<心界>，专科查体不含<心界>检查,入院记录--专科检查,1.0,心血管科、心脏外科,2018-08-16,启用,高,
RYJLZKJC0003,专科查体记录有缺陷,初步诊断含<瘫痪等>，专科检查运动系统检查上下肢值全部为5,入院记录--专科检查,1.0,骨科,2018-09-06,启用,高,
RYJLFZJC0001,初步诊断不全,初步诊断缺失辅助检查疾病+检出辅助检查名称、检查包含的疾病名称,入院记录--辅助检查,1.0,通用,2018-06-14,未启用,高,
RYJLFZJC0002,初步诊断不全,初步诊断缺少辅助检验中含有的低钾血症,入院记录--辅助检查,1.0,通用,2018-06-14,启用,高,
RYJLFZJC0003,辅助检查缺项,入院记录影像学及其他辅助检查表格空白,入院记录--辅助检查,1.0,通用,2018-08-02,未启用,高,
RYJLFZJC0004,初步诊断不全,初步诊断缺少辅助检验中含有的高钾血症,入院记录--辅助检查,1.0,通用,2018-08-08,启用,高,
RYJLFZJC0005,初步诊断不全,初步诊断缺少辅助检验中含有的低钠血症,入院记录--辅助检查,1.0,除骨科,2018-08-08,启用,高,
RYJLFZJC0006,初步诊断不全,初步诊断缺少辅助检验中含有的高钠血症,入院记录--辅助检查,1.0,除骨科,2018-08-08,启用,高,
RYJLFZJC0007,初步诊断不全,初步诊断缺少辅助检验中含有的贫血,入院记录--辅助检查,1.0,通用,2018-08-16,启用,高,
RYJLFZJC0008,初步诊断不全,初步诊断缺少辅助检验中含有的低蛋白血症,入院记录--辅助检查,1.0,通用,2018-09-06,启用,高,
RCBC0001,重要检查检验未记录,缺少重要检查检验,上级医师查房记录,1.0,通用,2018-06-14,未启用,高,
RCBC0002,病程记录不规范书写,医嘱含拔管，病历无拔管记录,上级医师查房记录,1.0,通用,2018-06-14,启用,高,
RCBC0005,病程记录不规范书写,上级医师查房记录连续两天内容完全一致,上级医师查房记录,1.0,通用,2018-08-16,启用,高,
RCBC0008,病程记录不规范书写,上级医师查房记录为空,上级医师查房记录,1.0,通用,2018-08-16,启用,高,
RCBC0009,病程记录不规范书写,上级医师首次病程记录为空,上级医师查房记录,1.0,通用,2018-08-16,启用,高,
RCBC0010,病程记录不规范书写,术后首次上级医师查房记录为空,上级医师查房记录,1.0,通用,2018-08-16,启用,高,
RCBC0012,病程记录不规范书写,上级医师查房记录中<体温/脉搏/心率/血压>为0,上级医师查房记录,1.0,通用,2018-08-16,启用,高,
RCBC0013,病程记录不规范书写,术后首次上级医师查房记录中<体温/脉搏/心率/血压>为0,上级医师查房记录,1.0,通用,2018-08-16,启用,高,
RCBC0014,病程记录不规范书写,上级医师查房记录中<心率/血压>连续两次以上相同,上级医师查房记录,1.0,通用,2018-08-16,启用,高,
RCBC0017,缺术前第一手术者查看患者记录,手术患者缺失第一手术者查房记录,上级医师查房记录,1.0,通用,2018-09-06,启用,高,
RCBC0018,病程记录不规范书写,输血患者缺失输血记录,上级医师查房记录,1.0,通用,2018-09-06,启用,高,
RCBC0003,未按规定书写日常病情记录,拔管记录未记录拔管数量等信息,日常病程记录,1.0,通用,2018-06-14,未启用,高,
RCBC0006,未按规定书写日常病情记录,日常病程记录连续两天内容完全一致,日常病程记录,1.0,通用,2018-08-16,未启用,高,
RCBC0007,未按规定书写日常病情记录,日常病程记录为空,日常病程记录,1.0,通用,2018-08-16,未启用,高,
RCBC0011,病程记录不规范书写,日常病程记录中<体温/脉搏/心率/血压>为0,日常病程记录,1.0,通用,2018-08-16,未启用,高,
RCBC0015,病程记录不规范书写,日常病程记录中<心率/血压>连续两次以上相同,日常病程记录,1.0,通用,2018-08-16,未启用,高,
RCBC0019,病程记录不规范书写,输血患者缺失输血记录,日常病程记录,1.0,通用,2018-09-06,未启用,高,
RCBC0020,未按规定书写日常病情记录,术前无第一术者查房记录,日常病程记录,1.0,通用,2018-12-05,未启用,高,
RCBC0021,未按规定书写日常病情记录,术前无第一术者查房记录,日常病程记录,1.0,通用,2018-12-05,未启用,高,
SHBC0001,手术留置引流管患者，术后病程无引流执行情况描述，或描述不清,引流情况无说明,术后病程记录,1.0,通用,2018-06-14,未启用,高,
SHBC0002,围手术期文书不规范书写围手术期文书不规范书写,术后病程记录连续两天内容完全一致,术后病程记录,1.0,通用,2018-08-16,未启用,高,
SHBC0003,围手术期文书不规范书写围手术期文书不规范书写,检出日期+检出文书名称+检出拔管信息+检出日期+检出手术记录文书名称,术后病程记录,1.0,通用,2018-06-14,未启用,高,
SHBC0004,围手术期文书不规范书写围手术期文书不规范书写,术后病程记录为空,术后病程记录,1.0,通用,2018-08-16,未启用,高,
SHBC0005,围手术期文书不规范书写围手术期文书不规范书写,术后首次病程记录为空,术后病程记录,1.0,通用,2018-08-16,未启用,高,
SHBC0006,围手术期文书不规范书写围手术期文书不规范书写,术后病程记录中<体温/脉搏/心率/血压>为0,术后病程记录,1.0,通用,2018-08-16,未启用,高,
SHBC0007,围手术期文书不规范书写围手术期文书不规范书写,术后病程记录中<心率/血压>连续两次以上相同,术后病程记录,1.0,通用,2018-08-16,未启用,高,
SHBC0008,围手术期文书不规范书写围手术期文书不规范书写,手术患者缺失术后病程记录,术后病程记录,1.0,通用,2018-09-06,未启用,高,
HZJL0001,病程记录未反映会诊意见及执行情况,会诊意见--手术风险--包含于恶性心律失常/心肌梗死/心力衰竭，会诊日期后术前讨论无该名称,会诊记录,1.0,通用,2018-06-14,未启用,高,
HZJL0002,病程记录未反映会诊意见及执行情况,未记录会诊意见中检查检验,会诊记录,1.0,通用,2018-07-04,未启用,高,
HZJL0003,病程记录未反映会诊意见及执行情况,未记录会诊意见中治疗措施,会诊记录,1.0,通用,2018-07-04,未启用,高,
SSJL0001,置、拔管信息有误,手术记录中置管个数与术后拔管个数不一致,手术记录,1.0,通用,2018-06-14,未启用,高,
SSJL0002,缺少知情同意书,手术记录个数与手术知情同意书个数/术前小结个数不匹配,手术记录,1.0,通用,2018-08-16,未启用,高,
SSJL0003,术前诊断不全,术前诊断无前次手术术后疾病“血肿”,手术记录,1.0,通用,2018-06-14,未启用,高,
SSJL0004,手术记录由第一助手书写而手术者未签字,手术记录非第一手术者记录,手术记录,1.0,通用,2018-09-06,未启用,高,
SSJL0005,手术记录内容有明显缺陷,手术记录部位与手术过程中部位不相同,手术记录,1.0,眼科,2018-12-05,未启用,高,
CYJL0002,出院诊断不全,出院诊断缺少当日检验中含有的低钾血症,出院记录,1.0,通用,2018-09-06,未启用,高,
CYJL0003,出院诊断不全,出院诊断缺少当日检验中含有的高钾血症,出院记录,1.0,通用,2018-09-06,未启用,高,
CYJL0004,出院诊断不全,出院诊断缺少当日检验中含有的低钠血症,出院记录,1.0,通用,2018-09-06,未启用,高,
CYJL0005,出院诊断不全,出院诊断缺少当日检验中含有的高钠血症,出院记录,1.0,通用,2018-09-06,未启用,高,
CYJL0006,出院诊断不全,出院诊断缺少当日检验中含有的贫血,出院记录,1.0,通用,2018-09-06,未启用,高,
CYJL0007,出院诊断不全,出院诊断缺少当日检验中含有的低蛋白血症,出院记录,1.0,通用,2018-09-06,未启用,高,
CYJL0008,出院带药描述不规范,出院带药未描述用法、用量,出院记录,1.0,通用,2018-09-06,未启用,高,
CYJL0009,出院带药描述不规范,出院带药描述与医嘱不相同,出院记录,1.0,通用,2018-09-06,未启用,高,
YZ0001,治疗错误,出院日，医嘱包含一级护理,医嘱--护理,1.0,通用,2018-07-04,未启用,高,
YZ0002,病情变化未记录,医嘱含<镇痛药名称>，同日病程未记录,医嘱--药品,1.0,通用,2018-07-04,未启用,高,
HL0001,病情变化未记录,出血量大于500，同日病程未记录,护理--出血量,1.0,通用,2018-07-04,未启用,高,
HL0002,病情变化未记录,体温连续两天高于38.5，病程未记录,护理--体温,1.0,通用,2018-07-04,未启用,高,
